,Category,Date,DayOfWeek,Descript,IncidntNum,Location,PdDistrict,Resolution,Time,X,Y,datetime,i,block_fips
60761,OTHER OFFENSES,06/11/2008,Wednesday,"DRIVERS LICENSE, SUSPENDED OR REVOKED",80611724,200 Block of INTERSTATE80 HY,SOUTHERN,"ARREST, CITED",14:50,-122.37113317221399,37.81689222338171,2008-06-11 14:50:00,0,060750179021001
22932,ASSAULT,03/02/2008,Sunday,ASSAULT WITH CAUSTIC CHEMICALS,80223971,HYDE ST / EDDY ST,TENDERLOIN,NONE,06:34,-122.415885065788,37.783516056415294,2008-03-02 06:34:00,1,060750124011000
120967,PROSTITUTION,09/24/2008,Wednesday,SOLICITS TO VISIT HOUSE OF PROSTITUTION,81017997,CAPP ST / 19TH ST,MISSION,"ARREST, CITED",22:10,-122.41812008648998,37.7603012340397,2008-09-24 22:10:00,2,060750208002001
25242,VEHICLE THEFT,03/07/2008,Friday,STOLEN AUTOMOBILE,80248430,1700 Block of 25TH AV,TARAVAL,NONE,22:00,-122.477695687824,37.7556961880013,2008-03-07 22:00:00,3,060750328022001
115628,LARCENY/THEFT,09/11/2008,Thursday,GRAND THEFT FROM LOCKED AUTO,80962981,MAIN ST / BRYANT ST,SOUTHERN,NONE,01:00,-122.388784430412,37.7868979973476,2008-09-11 01:00:00,4,060750615004003
71575,NON-CRIMINAL,10/11/2008,Saturday,AIDED CASE,81085819,MISSION ST / 6TH ST,SOUTHERN,NONE,08:00,-122.40871060666299,37.78097067220529,2008-10-11 08:00:00,5,060750176012002
78372,NON-CRIMINAL,10/28/2008,Tuesday,LOST PROPERTY,81176656,800 Block of BRYANT ST,SOUTHERN,NONE,08:00,-122.403742962696,37.7752316978114,2008-10-28 08:00:00,6,060750180002006
78097,VANDALISM,10/27/2008,Monday,"MALICIOUS MISCHIEF, GRAFFITI",81150882,1200 Block of TARAVAL ST,TARAVAL,NONE,15:40,-122.478916248538,37.742873824057895,2008-10-27 15:40:00,7,060750330001003
115865,LARCENY/THEFT,09/11/2008,Thursday,PETTY THEFT SHOPLIFTING,80965587,100 Block of STOCKTON ST,TENDERLOIN,"ARREST, CITED",17:45,-122.40645714931802,37.7871053771774,2008-09-11 17:45:00,8,060750117002024
35187,ROBBERY,04/02/2008,Wednesday,"ROBBERY, BODILY FORCE",80345412,HYDE ST / MCALLISTER ST,TENDERLOIN,NONE,21:30,-122.41531796699199,37.7807179285998,2008-04-02 21:30:00,9,060750124021002
101955,OTHER OFFENSES,12/30/2008,Tuesday,"DRIVERS LICENSE, SUSPENDED OR REVOKED",81387085,NEWCOMB AV / 3RD ST,BAYVIEW,"ARREST, CITED",17:40,-122.390416955474,37.7355926105862,2008-12-30 17:40:00,10,060750612002011
133327,DRUG/NARCOTIC,08/23/2008,Saturday,POSSESSION OF MARIJUANA FOR SALES,80890354,0 Block of KEZAR DR,PARK,"ARREST, BOOKED",17:00,-122.45477111213499,37.7692880076818,2008-08-23 17:00:00,11,060759803001047
11573,LARCENY/THEFT,01/31/2008,Thursday,PETTY THEFT FROM LOCKED AUTO,80112750,0 Block of BLUXOME ST,SOUTHERN,NONE,23:00,-122.395749089462,37.7776494417527,2008-01-31 23:00:00,12,060750180001033
5392,LARCENY/THEFT,01/15/2008,Tuesday,GRAND THEFT FROM A BUILDING,80053289,800 Block of VERMONT ST,BAYVIEW,NONE,07:00,-122.40387374109,37.758563759108,2008-01-15 07:00:00,13,060750227042011
82152,LARCENY/THEFT,11/06/2008,Thursday,GRAND THEFT FROM LOCKED AUTO,81190844,800 Block of BRYANT ST,SOUTHERN,NONE,22:00,-122.403742962696,37.7752316978114,2008-11-06 22:00:00,14,060750180002006
65396,ASSAULT,06/25/2008,Wednesday,AGGRAVATED ASSAULT WITH BODILY FORCE,80665072,0 Block of LIEBIG ST,INGLESIDE,"ARREST, BOOKED",16:45,-122.456958140137,37.7091002974701,2008-06-25 16:45:00,15,060750262004008
44089,LIQUOR LAWS,04/26/2008,Saturday,CONSUMING ALCOHOL IN PUBLIC VIEW,80437865,HEMLOCK ST / POLK ST,NORTHERN,"ARREST, BOOKED",19:49,-122.42002147104701,37.7872807076108,2008-04-26 19:49:00,16,060750120002003
10937,LARCENY/THEFT,01/30/2008,Wednesday,GRAND THEFT FROM LOCKED AUTO,86008327,3400 Block of ULLOA ST,TARAVAL,NONE,07:40,-122.49274355330499,37.7405339389676,2008-01-30 07:40:00,17,060750330005007
129862,VEHICLE THEFT,08/12/2008,Tuesday,STOLEN AUTOMOBILE,80851243,0 Block of CULEBRA TR,NORTHERN,NONE,18:00,-122.42204665408,37.802056599866496,2008-08-12 18:00:00,18,060750102002004
84570,NON-CRIMINAL,11/12/2008,Wednesday,AIDED CASE,81213430,100 Block of 3RD ST,SOUTHERN,UNFOUNDED,23:25,-122.401576083604,37.7859399628148,2008-11-12 23:25:00,19,060750615001041
75133,LARCENY/THEFT,10/19/2008,Sunday,PETTY THEFT OF PROPERTY,81119515,3900 Block of 24TH ST,MISSION,"ARREST, CITED",22:30,-122.43004146930402,37.75151357603821,2008-10-19 22:30:00,20,060750214003000
71627,OTHER OFFENSES,10/11/2008,Saturday,MISCELLANEOUS STATE MISDEMEANOR,81086538,EDDY ST / HYDE ST,TENDERLOIN,"ARREST, BOOKED",11:33,-122.415885065788,37.783516056415294,2008-10-11 11:33:00,21,060750124011000
79000,FRAUD,10/29/2008,Wednesday,"CREDIT CARD, THEFT BY USE OF",81192442,600 Block of VANNESS AV,NORTHERN,PROSECUTED BY OUTSIDE AGENCY,17:30,-122.42048440053499,37.781031641986395,2008-10-29 17:30:00,22,060750160001011
106028,OTHER OFFENSES,07/10/2008,Thursday,TRAFFIC VIOLATION,80722729,HAIGHT ST / CENTRAL AV,PARK,"ARREST, CITED",19:25,-122.44364992512399,37.7704257255242,2008-07-10 19:25:00,23,060750166001003
44386,LARCENY/THEFT,04/27/2008,Sunday,GRAND THEFT FROM LOCKED AUTO,80442541,4600 Block of GEARY BL,RICHMOND,NONE,17:00,-122.468709888674,37.7807041246136,2008-04-27 17:00:00,24,060750452005002
77025,MISSING PERSON,10/24/2008,Friday,MISSING JUVENILE,81140902,1200 Block of QUESADA AV,BAYVIEW,NONE,21:00,-122.383499524764,37.7288731103201,2008-10-24 21:00:00,25,060750232002013
136453,SUSPICIOUS OCC,08/29/2008,Friday,SUSPICIOUS OCCURRENCE,80928773,1300 Block of 30TH AV,TARAVAL,NONE,18:00,-122.488837193866,37.7626114467284,2008-08-29 18:00:00,26,060750327002001
138874,RECOVERED VEHICLE,05/23/2008,Friday,RECOVERED VEHICLE - STOLEN OUTSIDE SF,80540612,200 Block of HYDE ST,TENDERLOIN,NONE,12:03,-122.415693750793,37.7827887131117,2008-05-23 12:03:00,27,060750124012001
16238,MISSING PERSON,02/13/2008,Wednesday,MISSING JUVENILE,80156946,900 Block of POTRERO AV,MISSION,LOCATED,19:30,-122.40666265748501,37.7568815847062,2008-02-13 19:30:00,28,060750228022000
133438,VEHICLE THEFT,08/23/2008,Saturday,STOLEN TRUCK,80891675,VISITACION AV / SCHWERIN ST,INGLESIDE,NONE,22:30,-122.41064128068899,37.7122058691973,2008-08-23 22:30:00,29,060750264011008
79878,VANDALISM,10/31/2008,Friday,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",81168330,1400 Block of BUSH ST,NORTHERN,"ARREST, BOOKED",22:56,-122.421151086013,37.788624566814,2008-10-31 22:56:00,30,060750111003005
