,Category,Date,DayOfWeek,Descript,IncidntNum,Location,PdDistrict,Resolution,Time,X,Y,datetime,i,block_fips
60395,STOLEN PROPERTY,06/10/2008,Tuesday,RECEIVING STOLEN PROPERTY,80607319,MARKET ST / 7TH ST,SOUTHERN,"ARREST, BOOKED",11:42,-122.41251534135598,37.78047774805079,2008-06-10 11:42:00,0,060750176013000
53550,BURGLARY,05/22/2008,Thursday,"BURGLARY, FORCIBLE ENTRY",80538758,300 Block of 2ND ST,SOUTHERN,NONE,19:00,-122.39663212256599,37.785530531133794,2008-05-22 19:00:00,1,060750615002013
98489,LARCENY/THEFT,12/20/2008,Saturday,PETTY THEFT COIN OPERATED MACHINE,81353967,600 Block of BUSH ST,CENTRAL,NONE,06:30,-122.407164037752,37.7903979889933,2008-12-20 06:30:00,2,060750119021000
5792,VEHICLE THEFT,01/16/2008,Wednesday,STOLEN AUTOMOBILE,80054390,DIVISADERO ST / HAYES ST,PARK,NONE,06:00,-122.437799703468,37.7749912944366,2008-01-16 06:00:00,3,060750164002004
55360,LARCENY/THEFT,05/27/2008,Tuesday,PETTY THEFT FROM LOCKED AUTO,80558057,22ND ST / FOLSOM ST,MISSION,NONE,17:30,-122.41438929082899,37.755700366016896,2008-05-27 17:30:00,4,060750228031002
6469,LARCENY/THEFT,01/17/2008,Thursday,GRAND THEFT FROM A BUILDING,80081547,200 Block of KEARNY ST,CENTRAL,NONE,20:00,-122.403857616961,37.7900973257364,2008-01-17 20:00:00,5,060750117002004
20755,NON-CRIMINAL,02/25/2008,Monday,FOUND PROPERTY,80201717,1100 Block of FILLMORE ST,NORTHERN,UNFOUNDED,21:15,-122.43213714443199,37.7797823264699,2008-02-25 21:15:00,6,060750161004005
71285,BURGLARY,10/10/2008,Friday,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",81204100,200 Block of BAY ST,CENTRAL,NONE,17:00,-122.410753270752,37.8059385259021,2008-10-10 17:00:00,7,060750101002004
2684,WARRANTS,01/08/2008,Tuesday,WARRANT ARREST,80024600,1100 Block of MARKET ST,SOUTHERN,"ARREST, BOOKED",00:50,-122.412836452225,37.780178781806605,2008-01-08 00:50:00,8,060750176013000
108820,LARCENY/THEFT,07/18/2008,Friday,GRAND THEFT FROM LOCKED AUTO,80758310,1100 Block of ELLIS ST,NORTHERN,NONE,18:00,-122.424404229406,37.7832734720672,2008-07-18 18:00:00,9,060750159001011
120060,LARCENY/THEFT,09/22/2008,Monday,PETTY THEFT FROM LOCKED AUTO,81008441,2000 Block of MISSION ST,MISSION,NONE,20:00,-122.419531551992,37.7640331168027,2008-09-22 20:00:00,10,060750201004001
66248,ROBBERY,06/28/2008,Saturday,ATTEMPTED ROBBERY ON THE STREET WITH BODILY FORCE,80674562,FOLSOM ST / 11TH ST,SOUTHERN,NONE,00:50,-122.41402726268998,37.7718636177154,2008-06-28 00:50:00,11,060750178022012
104423,OTHER OFFENSES,07/06/2008,Sunday,MISCELLANEOUS INVESTIGATION,80705991,1700 Block of 15TH ST,MISSION,NONE,14:20,-122.423897237649,37.7665388881954,2008-07-06 14:20:00,12,060750202002007
80676,BURGLARY,11/02/2008,Sunday,"BURGLARY,BLDG. UNDER CONSTRUCTION, UNLAWFUL ENTRY",81175589,800 Block of MARKET ST,SOUTHERN,NONE,20:50,-122.405887822081,37.7857483229887,2008-11-02 20:50:00,13,060750117002027
132142,NON-CRIMINAL,08/14/2008,Thursday,LOST PROPERTY,80876796,MISSION ST / 16TH ST,MISSION,NONE,15:00,-122.419671780296,37.7650501214668,2008-08-14 15:00:00,14,060750201004002
66460,LARCENY/THEFT,06/28/2008,Saturday,GRAND THEFT FROM LOCKED AUTO,86047858,0 Block of MARINA BL,NORTHERN,NONE,16:00,-122.432330106429,37.8051543957453,2008-06-28 16:00:00,15,060750126022007
2915,TRESPASS,01/08/2008,Tuesday,TRESPASSING,80026838,1000 Block of PINE ST,CENTRAL,NONE,16:30,-122.41230053542401,37.7907026606665,2008-01-08 16:30:00,16,060750119011000
135950,LARCENY/THEFT,08/30/2008,Saturday,PETTY THEFT FROM LOCKED AUTO,80919095,700 Block of GREAT HY,RICHMOND,NONE,19:30,-122.511155033664,37.7750103839819,2008-08-30 19:30:00,17,060750479012010
101861,VANDALISM,12/30/2008,Tuesday,"MALICIOUS MISCHIEF, VANDALISM",90008917,3200 Block of SACRAMENTO ST,RICHMOND,NONE,14:00,-122.446106635004,37.7884086363634,2008-12-30 14:00:00,18,060750133002007
53033,SUSPICIOUS OCC,05/21/2008,Wednesday,SUSPICIOUS OCCURRENCE,80532324,400 Block of MANSELL ST,BAYVIEW,NONE,09:45,-122.40503936889601,37.720538015075995,2008-05-21 09:45:00,19,060750259003005
41394,DRUG/NARCOTIC,04/19/2008,Saturday,POSSESSION OF NARCOTICS PARAPHERNALIA,80413451,UTAH ST / 24TH ST,MISSION,"ARREST, CITED",18:10,-122.40533320020799,37.7530644943091,2008-04-19 18:10:00,20,060750229032003
124693,OTHER OFFENSES,07/26/2008,Saturday,TRAFFIC VIOLATION,80786145,MISSION ST / 7TH ST,SOUTHERN,"ARREST, CITED",13:40,-122.41093920555201,37.779212259008496,2008-07-26 13:40:00,21,060750176013001
34768,DRUG/NARCOTIC,04/01/2008,Tuesday,POSSESSION OF NARCOTICS PARAPHERNALIA,80340804,800 Block of BRYANT ST,SOUTHERN,"ARREST, BOOKED",17:40,-122.403742962696,37.7752316978114,2008-04-01 17:40:00,22,060750180002006
115642,VEHICLE THEFT,09/11/2008,Thursday,STOLEN AUTOMOBILE,80967931,1600 Block of 47TH AV,TARAVAL,NONE,03:00,-122.50662103454701,37.755622911901604,2008-09-11 03:00:00,23,060750352013003
15121,OTHER OFFENSES,02/10/2008,Sunday,MISCELLANEOUS INVESTIGATION,80145068,1000 Block of PALOU AV,BAYVIEW,NONE,19:00,-122.381283013058,37.7284777025817,2008-02-10 19:00:00,24,060750232002014
26225,DRUG/NARCOTIC,03/10/2008,Monday,POSSESSION OF NARCOTICS PARAPHERNALIA,80255275,400 Block of OFARRELL ST,TENDERLOIN,"ARREST, BOOKED",10:30,-122.412666824328,37.7857155914514,2008-03-10 10:30:00,25,060750123011005
49070,ASSAULT,05/10/2008,Saturday,THREATS AGAINST LIFE,80488783,300 Block of EDDY ST,TENDERLOIN,NONE,06:00,-122.413763683384,37.7837508264907,2008-05-10 06:00:00,26,060750125022001
