,Category,Date,DayOfWeek,Descript,IncidntNum,Location,PdDistrict,Resolution,Time,X,Y,datetime,i,block_fips
411,SUSPICIOUS OCC,01/01/2007,Monday,SUSPICIOUS ACT TOWARDS FEMALE,70004452,1200 Block of REVERE AV,BAYVIEW,COMPLAINANT REFUSES TO PROSECUTE,20:00,-122.384420896412,37.728544341783106,2007-01-01 20:00:00,0,060750232002012
134982,RECOVERED VEHICLE,03/02/2007,Friday,RECOVERED VEHICLE - STOLEN OUTSIDE SF,70220410,0 Block of 29TH ST,INGLESIDE,NONE,11:19,-122.422578797901,37.7440582080475,2007-03-02 11:19:00,1,060750253004010
3158,VEHICLE THEFT,01/09/2007,Tuesday,STOLEN AUTOMOBILE,70031966,CLEMENTINA ST / 4TH ST,SOUTHERN,NONE,14:15,-122.401698588593,37.7824519440836,2007-01-09 14:15:00,2,060750178011002
128575,OTHER OFFENSES,12/17/2007,Monday,RESISTING ARREST,71290432,300 Block of HAIGHT ST,NORTHERN,"ARREST, BOOKED",18:54,-122.42810250790701,37.7724389774715,2007-12-17 18:54:00,3,060750168022006
79282,WARRANTS,08/06/2007,Monday,ENROUTE TO OUTSIDE JURISDICTION,70797390,100 Block of HYDE ST,TENDERLOIN,"ARREST, BOOKED",17:25,-122.415652477141,37.7821605310549,2007-08-06 17:25:00,4,060750124011002
63318,LARCENY/THEFT,06/24/2007,Sunday,GRAND THEFT FROM LOCKED AUTO,76044024,2100 Block of RIVERA ST,TARAVAL,NONE,03:00,-122.489153619067,37.7463058924341,2007-06-24 03:00:00,5,060750329012003
91687,ROBBERY,09/08/2007,Saturday,CARJACKING WITH A GUN,70921828,500 Block of FLORIDA ST,MISSION,NONE,22:25,-122.411078859172,37.7620249916677,2007-09-08 22:25:00,6,060750228011013
125898,VEHICLE THEFT,12/08/2007,Saturday,STOLEN AUTOMOBILE,71259262,300 Block of FREDERICK ST,PARK,UNFOUNDED,23:00,-122.449463245471,37.7667088132388,2007-12-08 23:00:00,7,060750171021000
120616,OTHER OFFENSES,11/28/2007,Wednesday,TRAFFIC VIOLATION,71217072,OCEAN AV / MANOR DR,TARAVAL,"ARREST, BOOKED",02:29,-122.465310553615,37.726403706433004,2007-11-28 02:29:00,8,060750309003002
40817,VANDALISM,04/22/2007,Sunday,"MALICIOUS MISCHIEF, VANDALISM",70411421,100 Block of FELL ST,NORTHERN,NONE,12:08,-122.420662559171,37.776187898753,2007-04-22 12:08:00,9,060750162002006
20486,VEHICLE THEFT,02/25/2007,Sunday,STOLEN AUTOMOBILE,70205105,1900 Block of 16TH AV,TARAVAL,NONE,20:00,-122.47325862426099,37.7523506112259,2007-02-25 20:00:00,10,060750303023004
43971,NON-CRIMINAL,05/01/2007,Tuesday,"AIDED CASE, MENTAL DISTURBED",70444115,3000 Block of 23RD ST,MISSION,NONE,10:41,-122.412070203212,37.7542626910623,2007-05-01 10:41:00,11,060750228031007
73098,VEHICLE THEFT,07/20/2007,Friday,STOLEN TRUCK,70735629,100 Block of HENRY ST,PARK,NONE,18:00,-122.435112265778,37.766663444628,2007-07-20 18:00:00,12,060750169002001
48301,ASSAULT,05/12/2007,Saturday,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,70486985,600 Block of BUSH ST,CENTRAL,"ARREST, BOOKED",23:55,-122.40795567118201,37.7903750174312,2007-05-12 23:55:00,13,060750119021001
34266,NON-CRIMINAL,04/04/2007,Wednesday,LOST PROPERTY,80259954,900 Block of CAYUGA AV,INGLESIDE,NONE,00:01,-122.439566645737,37.7226318235446,2007-04-04 00:01:00,14,060750261004000
103126,WEAPON LAWS,10/08/2007,Monday,EXHIBITING DEADLY WEAPON IN A THREATING MANNER,71033618,0 Block of CASHMERE ST,BAYVIEW,NONE,15:36,-122.38228901581199,37.7357211217538,2007-10-08 15:36:00,15,060750231031006
55493,OTHER OFFENSES,06/02/2007,Saturday,TRAFFIC VIOLATION,70558211,CESAR CHAVEZ ST / VERMONT ST,BAYVIEW,"ARREST, CITED",11:55,-122.402868034981,37.749478392912394,2007-06-02 11:55:00,16,060759809001112
