,hh_old_pct_moe,hh_size,fertility_moe,hh_pop,tract_id,foreign_pct,hh,badenglish_pct,same_house_pct,nonenglish_pct_moe,same_house_pct_moe,noncitizen_pct_moe,hh_moe,hh_pop_moe,hh_size_moe,ba_grad_pct_moe,ba_grad_pct,disab_pct,hh_youth_pct_moe,hs_grad_pct,noncitizen_pct,nonenglish_pct,hh_old_pct,hh_youth_pct,badenglish_pct_moe,fertility,hs_grad_pct_moe,disab_pct_moe,foreign_pct_moe,school_pct_moe,school_pct,med_hh_inc,mean_hh_inc,health_ins_pct,mean_hh_inc_moe,unemp_pct,poverty_pct_moe,health_ins_pct_moe,med_hh_inc_moe,poverty_pct,unemp_pct_moe,med_rooms_per_hh_moe,rent_vacancy_pct_moe,rent_vacancy_pct,no_car_pct_moe,occ_rent_pct_moe,unaff_rent_pct_moe,crowded_pct_moe,unaff_mortgage_pct_moe,moved_in_post_2010_pct_moe,med_housing_value_moe,med_housing_value,no_car_pct,unaff_mortgage_pct,crowded_pct,unaff_rent_pct,moved_in_post_2010_pct,med_rooms_per_hh,occ_rent_pct,afam_pct_moe,hisp_pct,hisp_pct_moe,white_pct_moe,white_pct,afam_pct,asian_pct_moe,asian_pct
172,5.3,2.21,(X),4810,6075045100,27.7,2174,21.9,84.1,6.7,5.7,13.0,120,379,0.16,7.7,50.6,12.8,3.1,87.8,41.5,40.0,21.5,14.2,4.9,81,4.5,3.3,6.9,(X),943,72781,101385,88.5,22306,7.4,4.9,5.0,20751,6.5,4.4,0.3,(X),(X),6.5,(X),10.8,1.7,16.5,6.4,217649,930300,34.1,40.9,1.5,36.6,13.7,4.2,1530,2.0,4820,(X),5.7,51.1,3.5,4.9,45.9
173,5.4,2.41,(X),6809,6075045200,37.1,2827,28.0,80.4,7.4,6.5,10.7,130,623,0.20,6.7,50.7,10.9,5.1,86.7,39.6,47.8,24.9,22.5,6.3,57,4.2,2.9,7.2,(X),1649,66367,106743,85.0,15749,8.3,6.6,5.2,4585,7.6,4.7,0.5,(X),(X),6.4,(X),9.3,1.1,13.1,5.2,101850,911700,31.7,38.7,1.0,46.0,13.5,4.5,1653,0.5,6819,(X),6.2,53.0,0.4,6.6,47.9
174,3.6,2.44,(X),5506,6075047600,39.6,2255,26.7,84.0,6.5,5.5,8.1,125,470,0.24,7.8,46.5,10.8,5.2,85.6,25.4,50.8,25.9,22.2,6.7,47,8.8,4.3,6.3,(X),1308,68854,93467,95.8,12441,2.4,4.1,2.3,9424,4.5,2.8,0.4,(X),(X),5.5,(X),9.9,1.3,18.2,5.2,76929,959000,16.9,36.8,0.8,39.1,9.2,5.0,1546,0.5,5508,(X),5.1,48.9,0.3,4.8,53.5
175,4.7,2.25,(X),4121,6075047701,47.5,1828,29.9,89.1,7.2,4.7,6.1,101,304,0.16,5.9,47.4,9.3,3.9,86.4,14.6,51.5,26.9,19.1,5.5,27,4.9,2.4,5.9,(X),855,66136,79690,86.5,8388,6.6,4.0,4.3,9926,5.6,3.7,0.3,(X),(X),5.5,(X),9.4,1.2,12.3,3.7,51926,822500,22.8,41.2,1.0,40.5,8.0,4.5,1061,1.9,4136,(X),5.0,35.8,2.3,5.4,60.2
176,5.2,2.64,(X),4146,6075047702,39.7,1569,31.1,91.5,7.2,3.3,9.5,63,275,0.17,5.8,51.2,9.0,2.7,85.7,23.4,49.2,28.9,23.4,6.1,35,4.1,3.2,7.7,(X),950,73424,93260,92.4,12854,7.2,5.5,2.6,21667,6.0,4.0,0.3,(X),(X),5.6,(X),9.2,2.4,17.5,4.0,59310,827500,17.5,33.8,0.0,41.5,8.2,5.1,888,2.1,4152,(X),4.5,44.6,1.5,4.6,54.8
177,5.2,2.65,(X),4207,6075047801,49.1,1585,35.8,84.3,8.8,7.8,7.7,119,539,0.30,8.6,48.9,13.9,6.0,85.0,11.7,60.4,38.0,19.9,7.2,31,6.4,5.1,8.2,(X),1071,68194,78179,91.8,12431,15.3,6.7,4.9,11554,10.3,6.1,0.5,(X),(X),6.8,(X),14.0,1.0,17.1,6.1,60612,817800,17.4,52.4,0.3,56.4,12.9,5.1,720,1.1,4250,(X),11.4,39.9,1.2,11.1,62.8
178,6.3,2.58,(X),4091,6075047802,35.3,1584,23.1,89.8,8.4,3.8,11.1,70,556,0.36,7.7,51.2,8.4,8.0,81.7,20.8,54.7,23.2,25.0,7.1,12,7.4,5.0,6.9,(X),1153,66023,89550,97.3,13736,6.7,3.4,1.9,25981,2.7,4.3,0.3,(X),(X),8.8,(X),10.7,2.5,19.5,5.1,69535,937700,21.8,36.0,2.1,37.9,9.2,4.7,1017,2.7,4140,(X),6.9,39.9,2.3,6.7,61.8
179,4.5,2.51,(X),6672,6075047901,37.4,2653,26.9,86.0,5.8,6.3,9.0,157,475,0.17,7.1,50.5,10.2,5.1,89.7,28.0,48.1,28.3,22.7,4.8,50,3.2,2.6,4.7,(X),1270,75085,104828,87.2,14938,7.1,4.7,4.3,21475,4.6,4.3,0.4,(X),(X),5.6,(X),11.1,4.0,11.4,3.1,63060,813800,14.3,50.6,4.8,31.8,3.4,4.7,1184,2.9,6775,(X),5.2,54.6,4.2,4.7,46.2
180,4.1,2.44,(X),3813,6075047902,40.7,1565,24.5,85.1,6.5,5.1,9.9,65,369,0.22,8.0,57.4,8.2,3.8,90.3,19.0,50.7,29.2,16.6,6.3,34,3.9,3.0,6.3,(X),729,80495,98358,82.3,15780,9.1,6.0,5.2,10835,6.0,3.9,0.4,(X),(X),5.3,(X),12.5,1.1,12.5,5.2,72834,753100,14.8,46.6,0.7,38.3,11.5,5.1,698,2.3,3813,(X),5.3,55.3,2.7,5.5,42.3
181,2.2,2.64,(X),2879,6075060100,17.1,1092,4.3,73.2,7.2,8.9,17.3,123,437,0.26,5.7,84.1,2.6,7.4,97.8,38.5,20.6,5.4,27.1,5.2,82,3.5,1.7,5.8,(X),666,120438,196579,94.3,52184,1.9,9.3,3.4,20006,9.7,1.6,0.6,(X),(X),3.9,(X),9.8,3.4,**,8.3,**,-,5.3,-,0.0,31.5,23.2,5.4,1092,1.7,2879,(X),5.2,86.3,1.6,4.5,14.2
182,6.8,1.68,(X),2140,6075060400,38.6,1276,15.5,74.6,11.9,9.2,18.1,90,254,0.16,8.5,58.6,15.7,5.0,90.0,36.4,44.8,31.0,11.1,9.9,8,6.8,5.2,8.9,(X),510,53590,71111,82.1,12373,5.2,6.8,10.0,8130,6.1,3.9,0.3,(X),(X),6.3,(X),12.1,1.3,22.7,7.0,26175,647000,22.9,42.3,0.8,53.8,19.0,2.9,1038,4.7,2144,(X),9.9,68.6,4.4,8.3,21.5
183,6.7,3.15,(X),2856,6075060502,34.6,906,23.2,94.3,6.8,4.0,9.4,80,332,0.32,9.1,16.6,11.3,10.5,73.0,50.6,56.4,16.3,58.6,6.6,36,6.7,3.8,6.6,(X),1124,22295,33920,86.5,4359,24.8,9.6,5.2,5864,39.0,7.2,0.3,(X),(X),9.9,(X),10.9,1.5,18.0,2.7,89269,522400,41.5,69.4,1.1,30.8,2.3,4.4,752,6.7,2863,(X),6.5,18.8,34.7,7.8,25.3
184,3.1,1.98,(X),8141,6075060700,47.9,4105,21.8,65.9,6.4,7.4,9.6,210,742,0.14,5.7,76.9,6.2,2.8,93.7,60.6,52.4,9.7,10.5,5.2,109,2.5,2.3,6.0,(X),1741,101322,130938,93.1,15545,6.0,3.0,5.3,28527,2.1,2.6,0.3,(X),(X),6.2,(X),8.2,1.2,13.3,8.0,60505,645500,26.1,53.2,1.2,27.4,27.6,3.1,2703,1.3,8372,(X),6.0,47.9,2.4,5.9,45.2
185,5.7,2.96,(X),3883,6075061000,36.0,1314,23.8,84.7,8.5,6.4,12.6,134,510,0.33,8.7,49.1,5.6,7.7,92.0,36.0,54.4,14.9,39.1,4.5,103,3.9,1.9,6.5,(X),857,96823,108500,88.9,10244,10.7,4.1,4.5,7402,0.0,4.7,0.4,(X),(X),3.4,(X),12.2,1.1,11.4,7.2,58798,503200,4.6,42.8,0.5,20.1,19.9,4.6,448,9.9,3888,(X),6.8,24.0,25.2,9.7,44.7
186,5.2,2.09,(X),4543,6075061100,82.9,2178,76.1,82.9,4.2,4.9,7.4,120,314,0.15,2.4,5.8,22.5,3.6,39.3,49.1,89.0,52.3,12.6,5.5,10,7.0,4.3,3.3,(X),793,14484,30524,82.0,6230,19.5,10.5,4.4,1990,36.6,6.4,0.2,(X),(X),6.1,(X),7.4,6.1,100.0,3.6,555137,662500,81.5,0.0,21.2,52.1,10.7,1.5,2091,0.5,4543,(X),2.4,6.6,0.4,4.0,90.1
187,6.8,3.46,(X),3645,6075061200,37.0,1053,35.4,88.0,6.5,5.9,11.7,91,425,0.40,5.1,15.1,11.9,8.2,61.2,56.0,60.6,32.7,37.5,6.5,64,7.9,3.3,6.7,(X),908,46104,55111,73.7,7421,17.9,7.7,8.5,8375,13.7,8.2,0.4,(X),(X),7.6,(X),12.0,2.1,17.4,6.0,63877,449400,29.9,65.6,2.0,56.6,14.5,5.1,674,6.0,3713,(X),8.9,24.3,26.5,5.8,24.5
188,3.2,2.27,(X),5301,6075061400,23.7,2334,9.1,78.8,7.9,5.8,12.8,182,535,0.18,5.7,66.8,8.7,5.5,90.5,46.9,31.8,11.7,24.2,3.3,105,3.6,3.4,5.4,(X),1124,99861,127439,84.4,16145,10.4,8.7,6.5,32600,17.0,4.3,0.4,(X),(X),5.6,(X),10.0,0.6,13.3,6.1,79131,727100,17.1,35.6,0.1,29.4,12.6,4.6,1391,4.4,5301,(X),6.8,68.4,9.1,5.5,13.9
189,3.9,1.68,(X),10445,6075061500,40.7,6221,14.1,69.7,5.9,6.2,10.2,464,1026,0.12,6.1,74.5,5.8,3.0,95.9,43.6,43.8,7.2,7.5,4.9,95,2.0,2.9,5.7,(X),1226,117824,180989,91.4,20095,6.0,3.4,3.4,13577,3.1,2.3,0.2,(X),(X),5.4,(X),9.9,2.8,8.3,6.0,113167,806800,30.1,36.5,3.4,37.9,20.3,3.1,3328,1.2,11083,(X),5.5,64.2,2.6,5.7,32.4
190,23.1,2.04,(X),186,6075980200,18.5,91,22.4,73.1,16.2,13.4,42.2,19,68,0.61,19.3,62.8,4.8,5.4,88.8,0.0,27.6,41.8,3.3,16.9,0,17.0,7.4,15.6,(X),48,69135,101057,95.7,40754,6.3,63.7,6.0,12638,0.0,8.8,0.4,(X),(X),21.8,(X),33.7,32.4,27.1,13.7,228820,692300,24.2,13.6,0.0,37.7,19.8,5.1,53,8.8,308,(X),17.9,75.3,10.7,14.0,15.3
191,61.3,-,(X),27,6075980300,40.7,27,0.0,100.0,59.3,61.3,96.0,20,20,**,61.3,100.0,0.0,61.3,100.0,0.0,40.7,0.0,0.0,61.3,0,61.3,61.3,59.3,(X),0,100938,109581,100.0,24795,0.0,**,61.3,59061,-,61.3,0.9,(X),(X),61.3,(X),61.3,61.3,**,59.3,**,-,0.0,-,0.0,0.0,59.3,3.3,27,61.3,27,(X),61.3,100.0,0.0,59.3,40.7
192,**,-,(X),0,6075980401,-,0,-,-,**,**,**,13,13,**,**,-,-,**,-,-,-,-,-,**,0,**,**,**,(X),0,-,-,-,**,-,**,**,**,-,**,**,(X),(X),**,(X),**,**,**,**,**,-,-,-,-,-,-,-,0,**,0,(X),**,-,-,**,-
193,16.0,2.40,(X),586,6075980501,40.1,244,39.1,88.9,16.8,10.8,16.7,77,198,0.53,10.8,21.0,19.2,13.7,63.5,31.7,47.2,41.0,25.8,14.7,0,18.6,13.3,13.5,(X),96,15900,39294,89.9,16646,9.8,18.6,9.4,4244,22.4,8.3,0.6,(X),(X),19.0,(X),21.3,14.2,33.2,17.2,354284,526800,58.6,46.0,0.0,36.4,15.2,3.6,189,11.2,646,(X),15.8,24.0,27.9,15.7,48.9
194,13.0,2.46,(X),288,6075980600,19.8,117,13.5,100.0,18.6,12.2,7.7,41,106,0.71,14.8,20.2,11.8,8.0,81.0,40.4,29.2,13.7,4.3,13.3,0,13.5,9.0,19.0,(X),56,67083,78231,83.0,22993,10.6,47.5,10.6,56208,0.0,12.3,0.6,(X),(X),16.3,(X),33.5,26.9,26.3,15.7,228244,404800,10.3,34.2,0.0,81.5,12.8,5.1,27,24.9,288,(X),22.4,31.6,58.7,13.9,9.7
195,18.5,1.85,(X),337,6075980900,30.6,182,0.0,66.2,15.2,30.9,26.9,68,141,0.33,15.9,77.4,8.3,18.5,100.0,15.5,11.3,0.0,0.0,10.5,0,10.7,9.6,29.1,(X),23,156613,147732,100.0,46380,1.3,21.8,10.5,50724,14.5,2.2,0.4,(X),(X),14.4,(X),23.6,25.9,49.4,11.9,**,-,9.3,63.0,17.0,23.5,15.9,2.0,136,10.5,337,(X),30.3,59.1,10.7,30.3,30.9
196,**,-,(X),0,6075990100,-,0,-,-,**,**,**,13,13,**,**,-,-,**,-,-,-,-,-,**,0,**,**,**,(X),0,-,-,-,**,-,**,**,**,-,**,**,(X),(X),**,(X),**,**,**,**,**,-,-,-,-,-,-,-,0,**,0,(X),**,-,-,**,-
