,hh_old_pct_moe,hh_size,fertility_moe,hh_pop,tract_id,foreign_pct,hh,badenglish_pct,same_house_pct,nonenglish_pct_moe,same_house_pct_moe,noncitizen_pct_moe,hh_moe,hh_pop_moe,hh_size_moe,ba_grad_pct_moe,ba_grad_pct,disab_pct,hh_youth_pct_moe,hs_grad_pct,noncitizen_pct,nonenglish_pct,hh_old_pct,hh_youth_pct,badenglish_pct_moe,fertility,hs_grad_pct_moe,disab_pct_moe,foreign_pct_moe,school_pct_moe,school_pct,med_hh_inc,mean_hh_inc,health_ins_pct,mean_hh_inc_moe,unemp_pct,poverty_pct_moe,health_ins_pct_moe,med_hh_inc_moe,poverty_pct,unemp_pct_moe,med_rooms_per_hh_moe,rent_vacancy_pct_moe,rent_vacancy_pct,no_car_pct_moe,occ_rent_pct_moe,unaff_rent_pct_moe,crowded_pct_moe,unaff_mortgage_pct_moe,moved_in_post_2010_pct_moe,med_housing_value_moe,med_housing_value,no_car_pct,unaff_mortgage_pct,crowded_pct,unaff_rent_pct,moved_in_post_2010_pct,med_rooms_per_hh,occ_rent_pct,afam_pct_moe,hisp_pct,hisp_pct_moe,white_pct_moe,white_pct,afam_pct,asian_pct_moe,asian_pct
118,5.8,3.44,(X),3302,6075026002,52.8,961,39.2,95.6,6.4,3.1,13.5,56,336,0.33,6.5,24.2,11.9,8.7,74.3,39.0,72.2,23.3,34.5,8.3,0,9.7,5.3,7.8,(X),1000,59007,80332,84.8,11277,5.9,9.2,8.0,15431,11.7,3.1,0.2,(X),(X),4.4,(X),21.9,4.5,12.9,5.9,26655,590100,4.7,59.8,4.3,47.3,8.1,5.1,281,2.6,3747,(X),11.1,46.3,3.3,12.0,28.5
119,8.4,3.48,(X),4490,6075026003,58.7,1292,46.5,94.1,7.2,5.0,14.6,74,421,0.34,5.0,21.4,12.0,8.0,73.4,53.2,76.2,36.1,33.2,7.5,37,5.9,4.3,7.1,(X),936,62574,76403,79.7,10888,9.5,6.8,9.3,12540,5.1,5.7,0.2,(X),(X),5.1,(X),20.7,1.9,13.8,2.7,30950,596900,7.1,55.3,1.5,38.4,3.0,5.1,318,0.8,4506,(X),12.9,50.1,0.8,10.5,31.0
120,6.3,3.81,(X),4448,6075026004,59.4,1168,50.6,89.3,6.5,4.1,8.2,58,564,0.46,6.6,24.0,12.3,9.5,68.5,45.7,75.9,39.6,41.1,7.9,92,8.1,3.5,5.9,(X),981,73700,85786,82.0,10538,9.7,2.2,5.2,7610,1.9,4.8,0.3,(X),(X),6.0,(X),17.1,4.5,12.1,7.4,41250,592700,13.0,43.3,6.9,44.7,10.9,5.0,464,2.0,4454,(X),7.9,35.4,3.1,6.2,54.9
121,5.5,3.51,(X),6541,6075026100,57.0,1862,43.5,96.0,4.8,1.9,8.0,78,532,0.27,4.6,25.0,10.8,5.9,78.1,37.6,76.5,38.9,36.8,4.4,119,5.7,2.0,4.4,(X),1509,68889,80818,89.2,7978,7.7,6.1,2.8,10995,8.3,2.7,0.3,(X),(X),5.3,(X),14.6,1.3,9.6,2.7,12778,602500,16.4,33.0,1.5,57.4,3.7,5.1,597,1.5,6567,(X),6.3,33.7,2.4,5.0,58.2
122,6.3,4.03,(X),7248,6075026200,60.9,1800,42.9,91.6,5.5,5.0,7.4,118,568,0.33,5.2,26.7,11.6,7.3,72.6,31.7,77.1,36.9,37.8,6.6,72,5.3,3.4,5.0,(X),1588,79375,93121,85.0,9522,8.6,5.6,4.0,17252,8.3,3.9,0.3,(X),(X),5.6,(X),14.6,2.9,10.1,5.1,22724,624800,15.4,40.0,5.6,42.5,6.8,5.1,594,1.4,7306,(X),6.1,25.9,1.8,5.2,61.6
123,5.2,3.73,(X),4471,6075026301,62.0,1199,51.5,93.6,5.3,3.3,8.3,78,371,0.27,8.0,25.4,11.8,6.3,71.2,28.3,76.4,43.7,32.4,5.0,14,5.8,2.9,4.6,(X),1107,58125,78747,85.9,9177,10.0,4.7,5.9,13051,7.5,4.3,0.3,(X),(X),5.0,(X),13.9,4.7,12.0,4.2,24387,578900,12.7,29.9,6.3,53.7,5.6,4.9,486,1.5,4488,(X),4.5,25.1,2.1,5.6,65.5
124,6.4,3.39,(X),4748,6075026302,45.9,1399,32.7,91.4,7.4,4.4,6.5,84,477,0.34,7.2,28.6,11.5,6.0,76.8,20.8,65.7,35.9,31.6,7.0,44,6.5,2.7,6.3,(X),1274,64449,77921,87.1,8949,7.9,2.3,5.8,8090,2.3,3.8,0.4,(X),(X),5.0,(X),15.2,1.5,14.3,5.3,30736,567200,10.6,38.1,1.4,41.5,8.7,4.8,463,4.9,4754,(X),6.2,26.4,7.0,8.5,60.1
125,7.6,4.40,(X),5550,6075026303,55.9,1262,45.3,95.2,6.8,2.6,9.4,64,560,0.44,5.1,17.2,8.9,6.4,72.5,32.1,75.4,37.5,37.1,7.5,68,6.4,2.2,4.0,(X),1478,82727,90729,84.2,13403,15.6,6.1,4.4,15687,9.9,4.4,0.4,(X),(X),4.3,(X),17.4,4.7,11.7,1.2,39947,565100,7.1,27.4,7.8,56.7,0.9,5.4,320,2.7,5623,(X),8.9,22.0,3.9,7.3,55.4
126,6.1,3.78,(X),4099,6075026401,52.7,1083,47.5,92.7,5.4,4.1,8.5,47,315,0.30,4.1,14.7,13.1,7.1,67.1,35.8,68.7,40.2,40.2,5.2,44,5.5,3.2,6.2,(X),1160,46454,63643,84.6,8075,19.4,7.3,4.1,8708,14.1,5.3,0.3,(X),(X),7.7,(X),16.1,2.3,12.9,5.4,24862,466100,24.5,55.0,2.7,60.9,8.5,5.0,376,5.2,4107,(X),5.5,13.2,16.2,6.3,68.1
127,6.4,3.85,(X),4303,6075026402,48.3,1118,37.7,95.2,8.0,3.1,8.5,73,405,0.35,7.1,30.0,6.7,7.5,79.1,27.7,62.4,29.7,39.9,6.1,78,5.9,2.4,5.6,(X),1430,68409,85082,84.3,9777,7.9,2.5,5.8,20684,1.7,3.3,0.3,(X),(X),2.8,(X),20.3,2.7,12.5,3.5,54985,521500,3.8,35.0,3.0,30.2,4.7,5.5,225,5.8,4331,(X),4.6,20.7,14.8,6.5,60.1
128,7.8,3.79,(X),3863,6075026403,61.7,1018,57.5,96.6,5.0,3.3,10.3,89,433,0.44,5.8,15.2,8.1,7.0,65.4,30.7,84.9,42.2,36.4,6.1,47,7.8,2.8,5.4,(X),931,39875,56455,83.6,9555,16.1,11.4,5.4,18306,18.2,7.4,0.4,(X),(X),8.9,(X),16.2,5.1,18.0,2.4,56106,541500,23.0,46.3,8.1,55.5,2.0,5.1,358,2.7,3899,(X),8.3,17.8,3.3,7.1,74.5
129,9.1,4.11,(X),2635,6075026404,49.5,641,45.1,84.7,10.8,7.8,10.2,71,295,0.40,3.6,7.5,15.7,10.2,62.2,46.1,64.8,22.6,49.5,10.6,81,10.4,5.6,10.5,(X),810,43444,54268,78.3,7651,20.4,8.7,9.0,11490,9.2,9.0,0.4,(X),(X),7.6,(X),17.2,3.5,16.3,2.1,53176,446000,13.3,60.2,2.3,44.7,2.0,5.4,314,7.3,2646,(X),10.3,11.7,22.4,7.8,46.1
130,2.3,2.24,(X),4460,6075030101,22.9,1990,9.6,76.0,6.4,5.4,16.6,94,416,0.19,8.9,69.6,9.5,4.7,95.5,40.6,30.0,12.4,8.7,3.7,51,3.0,7.0,6.2,(X),1394,81495,122740,91.3,20871,3.8,2.9,6.1,11436,1.6,2.4,0.4,(X),(X),6.7,(X),10.5,3.5,17.8,5.7,70889,827300,21.7,34.4,2.6,41.4,14.4,4.4,1486,1.7,4787,(X),4.9,72.8,2.0,4.8,28.8
131,5.1,2.04,(X),4560,6075030102,21.6,2234,7.4,76.7,5.9,5.9,12.6,139,315,0.11,5.0,81.1,3.9,3.1,97.7,44.5,28.7,26.1,19.2,4.0,109,1.9,2.1,4.5,(X),1349,101755,142542,94.4,18374,3.4,2.8,2.9,9426,2.6,2.2,0.2,(X),(X),5.9,(X),10.1,1.7,12.2,5.1,42486,932200,12.6,41.0,0.0,26.6,11.1,4.4,1138,2.0,4998,(X),5.7,66.9,2.9,5.3,30.7
132,4.1,2.26,(X),4196,6075030201,34.9,1855,25.4,88.4,7.5,3.2,12.0,75,320,0.16,7.2,56.5,8.3,4.8,90.7,27.3,43.7,21.2,17.3,6.0,43,2.8,2.9,6.1,(X),798,78797,98805,89.1,13898,4.9,3.6,5.8,9564,4.2,2.3,0.2,(X),(X),6.2,(X),7.5,2.0,13.8,4.5,43453,881100,18.3,35.3,0.0,29.5,11.8,4.2,1357,1.0,4202,(X),6.1,62.4,1.3,6.1,35.9
133,3.5,2.05,(X),4322,6075030202,25.0,2107,9.1,84.8,6.5,4.2,16.8,122,386,0.16,7.0,69.6,1.4,6.6,95.0,50.0,25.4,12.7,11.4,3.3,36,2.8,1.0,6.1,(X),769,75820,85735,91.1,9297,5.6,5.0,4.2,8416,4.1,3.7,0.2,(X),(X),6.8,(X),9.1,1.8,23.9,5.4,71414,828900,24.7,58.1,0.0,31.6,13.1,4.0,1685,2.0,4351,(X),6.7,77.6,2.2,6.5,26.5
134,5.5,2.58,(X),5880,6075030301,26.3,2279,14.4,87.1,6.5,4.5,8.7,163,549,0.22,5.6,73.2,6.6,4.6,94.8,20.7,36.0,30.6,20.3,4.2,193,2.8,1.9,4.9,(X),1190,90841,123689,95.5,16569,1.6,6.4,1.8,13823,7.0,1.4,0.3,(X),(X),3.7,(X),13.2,1.6,10.8,5.6,46166,868000,10.7,30.7,0.0,36.9,10.1,5.5,977,1.1,5950,(X),6.9,56.3,0.9,6.6,43.0
135,7.3,2.96,(X),3732,6075030302,35.8,1260,20.2,79.0,10.0,10.1,17.3,95,502,0.33,5.6,65.0,7.0,6.9,90.9,33.1,43.5,36.4,30.2,5.6,30,3.8,2.6,7.7,(X),1097,125294,142131,94.6,15560,6.8,4.2,3.9,18873,3.5,4.1,0.3,(X),(X),4.3,(X),16.8,2.9,9.5,6.2,24572,864000,7.6,32.0,0.0,29.6,13.6,6.1,307,1.5,3732,(X),7.7,55.5,1.6,7.7,44.2
136,4.0,2.77,(X),5294,6075030400,33.4,1908,17.6,91.8,5.6,4.1,5.8,92,351,0.15,5.4,65.9,5.9,4.9,93.0,17.2,45.6,29.7,35.3,3.3,76,3.5,1.8,4.3,(X),1414,140500,166546,96.8,18187,7.1,3.6,2.0,23426,4.5,2.9,0.3,(X),(X),4.4,(X),18.7,1.9,7.5,3.2,73164,999700,9.4,23.0,0.0,45.9,3.5,6.2,314,1.2,5294,(X),3.9,60.7,1.2,3.6,41.5
137,5.7,2.12,(X),2085,6075030500,25.2,985,17.2,81.9,6.9,5.5,8.7,68,157,0.12,7.0,51.6,27.1,6.1,89.1,31.7,34.2,38.2,23.9,4.6,41,3.6,5.7,4.2,(X),489,111703,134294,87.7,16296,7.3,7.2,4.9,6906,0.0,4.0,0.4,(X),(X),6.1,(X),16.0,3.7,13.7,5.2,34008,834700,15.2,40.0,0.0,17.2,9.8,5.5,192,5.0,3137,(X),5.9,63.5,12.1,5.0,23.8
138,8.0,2.54,(X),2104,6075030600,19.1,827,7.6,95.8,8.3,2.9,15.1,84,194,0.19,7.8,65.1,8.1,6.2,97.8,23.3,28.6,35.7,32.2,3.3,40,2.0,3.7,5.2,(X),310,139375,188596,96.0,36331,8.8,6.4,3.2,38426,0.0,4.7,0.4,(X),(X),3.1,(X),26.8,4.4,13.0,5.1,38267,928700,3.1,37.5,0.0,25.3,6.2,6.2,79,3.4,2112,(X),6.9,68.1,3.4,7.1,30.2
139,3.6,2.53,(X),6667,6075030700,21.4,2631,9.1,91.1,6.5,4.4,14.1,105,536,0.20,5.8,63.4,8.6,3.8,93.1,26.2,31.9,30.3,25.6,5.5,67,4.2,2.8,4.6,(X),1365,127175,143715,96.0,11715,6.0,6.3,2.3,27889,6.4,2.5,0.3,(X),(X),1.5,(X),21.4,1.4,8.9,4.1,24634,839100,2.2,24.5,0.0,39.6,5.2,5.9,447,1.4,6672,(X),5.7,64.8,2.2,3.2,33.0
140,4.5,2.49,(X),5159,6075030800,26.0,2069,7.6,91.8,6.8,4.2,9.5,126,432,0.18,6.2,70.3,10.8,5.0,96.0,25.6,34.5,33.8,29.7,3.0,39,2.2,4.6,6.6,(X),1110,129792,174910,96.2,27354,6.8,1.7,2.5,39171,1.5,2.9,0.4,(X),(X),2.6,(X),20.2,1.8,11.7,2.5,***,"1,000,000+",4.8,34.0,0.0,26.4,3.1,6.6,286,1.3,5260,(X),7.3,56.0,1.4,6.6,42.5
141,5.0,2.74,(X),6291,6075030900,27.9,2295,14.3,96.1,6.4,2.1,10.0,105,459,0.16,5.1,60.6,8.1,5.0,92.1,23.0,35.2,41.1,26.8,4.9,40,4.8,2.6,4.6,(X),1446,140213,173783,98.3,24178,5.5,3.2,1.1,10853,3.0,3.1,0.4,(X),(X),2.4,(X),19.2,1.6,7.7,1.3,51732,986100,4.8,46.2,0.0,15.8,2.0,6.7,209,2.7,6317,(X),4.4,53.4,3.0,5.1,45.0
142,6.4,2.63,(X),3398,6075031000,32.0,1292,21.2,98.4,6.4,1.2,12.9,73,324,0.26,6.2,52.7,6.8,5.0,92.9,31.2,45.5,32.1,29.6,5.7,17,4.2,2.9,5.3,(X),739,97222,115190,90.2,14421,7.4,3.0,4.3,12870,2.4,3.2,0.3,(X),(X),3.2,(X),24.1,2.9,9.8,4.6,47934,801800,4.4,49.9,0.0,37.9,6.0,6.1,195,4.3,3413,(X),6.9,59.2,8.4,6.5,30.7
143,3.5,2.64,(X),6661,6075031100,28.3,2519,15.0,89.5,6.2,4.7,12.9,81,557,0.22,7.8,55.7,3.4,4.8,93.7,31.4,38.3,24.5,27.4,3.6,61,2.9,1.8,5.1,(X),1655,106490,118558,90.5,10767,5.7,2.7,4.9,9021,3.5,2.8,0.3,(X),(X),4.9,(X),9.7,1.6,11.7,3.2,46240,699700,9.8,34.4,1.4,21.1,5.8,5.0,999,7.5,6672,(X),7.4,63.3,8.4,5.2,31.7
144,6.6,3.85,(X),6846,6075031201,49.3,1777,44.1,89.7,7.0,5.8,8.1,111,911,0.51,5.3,27.2,13.5,7.9,73.8,26.1,72.7,33.3,30.4,7.3,10,7.5,6.0,5.7,(X),1823,68531,84315,85.1,12714,15.6,4.7,4.0,18034,7.8,4.7,0.3,(X),(X),3.5,(X),19.0,3.0,12.5,5.7,38336,629400,7.2,46.0,3.8,63.0,7.5,5.1,441,3.5,6953,(X),6.9,25.9,6.2,7.9,64.2
145,11.8,3.66,(X),3279,6075031202,59.2,895,49.7,92.4,8.6,5.1,20.8,48,534,0.55,9.6,26.5,5.9,7.8,77.3,45.7,66.4,35.0,31.4,10.7,50,7.2,3.9,10.8,(X),992,75972,88707,94.0,15680,13.0,4.7,2.8,13646,3.1,8.9,0.6,(X),(X),11.0,(X),29.1,3.9,15.9,5.0,51143,641700,13.4,59.9,6.5,36.8,4.8,5.1,250,4.3,3282,(X),10.1,27.0,16.5,9.4,56.8
146,5.3,3.26,(X),4290,6075031301,41.4,1317,29.0,83.5,7.5,6.0,10.3,46,341,0.28,9.3,38.4,16.7,6.9,81.4,31.0,54.5,32.6,32.6,6.3,57,6.6,4.7,7.5,(X),1324,82530,129989,89.3,35771,10.7,9.5,5.4,21250,9.1,7.8,0.4,(X),(X),4.6,(X),19.9,2.6,15.4,4.2,45656,639800,9.0,46.2,2.4,62.5,5.2,6.0,384,4.5,4331,(X),8.4,30.6,14.3,7.0,46.4
147,8.1,3.19,(X),5988,6075031302,44.2,1880,30.6,88.1,8.3,6.3,10.3,88,753,0.37,8.1,37.3,9.5,8.2,83.0,23.0,56.3,24.6,27.6,6.5,57,5.2,3.5,6.8,(X),1680,69278,76074,81.7,9138,13.5,7.3,7.3,13374,12.1,4.6,0.3,(X),(X),4.8,(X),19.9,3.0,11.7,6.6,41576,571700,8.7,53.1,2.9,54.1,13.5,4.8,535,6.8,6005,(X),6.1,23.9,18.2,10.2,50.5
148,5.3,3.55,(X),6607,6075031400,53.9,1859,46.1,93.9,5.6,3.4,9.8,91,723,0.44,4.9,24.3,10.0,6.5,75.1,53.2,73.8,27.8,30.2,6.1,57,5.0,3.5,5.7,(X),1861,57015,74573,85.7,8660,11.6,7.1,4.1,7616,9.7,5.0,0.3,(X),(X),5.0,(X),15.0,5.2,10.9,3.5,51527,515600,11.5,38.6,6.6,62.9,4.4,4.9,706,3.7,6729,(X),10.3,36.7,14.7,8.2,43.9
149,2.8,2.65,(X),4540,6075032601,38.5,1711,22.4,82.5,6.3,7.5,11.8,100,380,0.19,7.5,45.7,5.4,3.1,91.8,26.8,55.0,21.6,16.0,6.5,12,4.4,2.1,6.1,(X),1382,71806,90042,89.2,10840,6.9,3.9,6.1,13774,4.2,4.6,0.3,(X),(X),6.1,(X),12.3,2.2,16.0,5.9,79360,793200,21.8,46.7,0.0,39.3,9.2,4.5,1104,1.2,4543,(X),5.2,39.8,1.7,4.7,61.7
150,5.2,2.77,(X),4391,6075032602,42.1,1586,30.3,89.9,8.6,6.2,15.1,123,559,0.27,8.3,44.4,12.0,6.5,90.9,23.0,56.1,36.1,26.4,7.6,11,4.3,3.2,7.2,(X),1323,61293,81871,88.3,10990,15.1,1.8,4.1,13559,1.2,5.1,0.5,(X),(X),5.6,(X),12.5,1.1,18.6,2.7,76555,739800,16.0,40.0,0.7,49.3,2.8,5.0,834,0.5,4432,(X),8.1,42.0,0.4,7.6,60.6
151,5.9,2.85,(X),7012,6075032700,46.8,2463,31.5,89.6,6.2,4.4,4.7,91,577,0.20,5.5,53.8,10.4,5.1,81.1,18.2,56.8,34.8,27.7,5.7,100,5.3,3.1,4.2,(X),1554,85482,108345,88.9,13059,3.1,3.1,3.4,16026,2.9,2.0,0.3,(X),(X),3.1,(X),13.1,2.9,13.0,5.1,33193,812500,4.3,42.0,2.6,35.6,10.7,5.3,841,0.7,7022,(X),6.3,43.9,0.5,6.6,58.9
152,7.8,2.98,(X),3920,6075032801,53.6,1314,35.8,92.9,9.9,4.1,7.1,142,556,0.31,8.1,38.5,14.1,5.4,82.1,29.8,54.7,35.8,22.0,10.5,16,5.2,4.4,7.9,(X),1173,69271,86013,84.0,12356,8.2,9.1,6.4,14322,13.0,4.2,0.4,(X),(X),6.1,(X),14.3,4.1,16.7,4.7,55409,677700,17.3,31.6,3.6,31.4,7.2,5.4,658,0.7,4052,(X),7.4,31.5,0.6,6.2,65.1
153,6.1,2.78,(X),3787,6075032802,53.2,1364,33.9,93.7,8.8,4.6,8.2,139,469,0.25,8.1,40.5,9.5,5.8,83.7,19.1,67.0,32.5,24.3,8.0,76,7.9,3.8,7.2,(X),691,70278,82028,92.4,9954,7.0,8.8,3.6,14376,9.9,4.8,0.3,(X),(X),8.1,(X),18.8,2.3,17.0,4.3,60263,718500,20.1,41.7,1.3,43.0,5.1,5.3,372,3.6,3787,(X),8.1,28.6,3.4,8.4,68.0
154,6.1,3.12,(X),5582,6075032901,52.0,1787,36.2,91.6,6.6,4.2,10.1,77,530,0.26,6.9,43.9,9.3,6.6,80.9,16.2,64.0,40.1,36.4,7.9,30,5.5,2.7,6.4,(X),1564,73313,89466,93.2,10017,6.7,6.1,3.2,7660,8.4,3.0,0.3,(X),(X),3.8,(X),21.4,2.1,11.4,4.5,35679,676700,6.8,53.2,0.0,41.0,7.4,5.4,456,1.9,5606,(X),5.7,33.9,2.0,6.1,69.0
155,5.1,2.81,(X),3686,6075032902,50.5,1312,39.4,92.3,7.4,8.1,9.8,80,399,0.27,6.4,45.7,10.5,6.7,82.1,17.4,66.1,42.3,30.9,7.3,0,5.2,3.6,6.4,(X),841,95435,112408,92.9,19506,12.1,5.0,3.6,24521,5.5,4.1,0.3,(X),(X),5.6,(X),20.9,2.3,12.4,6.8,33304,664400,14.9,29.1,1.3,44.3,7.6,5.3,309,0.6,3691,(X),6.2,30.4,0.4,5.5,73.2
156,5.2,3.05,(X),8225,6075033000,36.6,2700,23.3,84.0,5.8,7.8,4.0,126,766,0.24,5.3,57.2,6.2,5.0,87.0,17.8,47.6,28.8,32.1,4.5,89,4.0,2.3,5.2,(X),2489,101071,115646,94.6,11197,9.8,2.0,2.6,12358,0.0,3.7,0.3,(X),(X),3.6,(X),11.7,1.2,10.6,4.6,36872,819000,9.4,34.5,0.7,45.1,8.5,5.6,1032,0.8,8307,(X),5.2,49.1,1.0,6.3,49.1
157,6.8,2.89,(X),4157,6075033100,46.8,1440,28.3,89.5,7.4,6.6,6.9,82,403,0.25,7.3,57.9,9.3,5.7,90.3,17.0,61.2,38.8,24.9,5.5,21,4.3,2.7,6.2,(X),1070,112125,121874,94.2,13299,5.0,1.8,2.6,11892,1.6,2.9,0.2,(X),(X),1.3,(X),25.6,1.3,10.0,4.3,26654,908700,1.2,35.5,1.1,40.5,4.9,6.4,163,0.7,4180,(X),5.6,40.3,0.6,5.6,59.7
158,6.5,2.80,(X),1892,6075033201,18.4,675,7.5,30.2,6.1,5.2,16.1,97,400,0.35,14.7,54.7,6.6,9.5,94.1,47.4,29.0,18.2,20.1,3.1,73,4.7,3.4,6.0,(X),2847,29531,44996,86.2,8637,18.0,8.6,5.9,11051,7.3,8.0,0.3,(X),(X),11.7,(X),10.6,0.9,**,7.6,**,-,38.4,-,0.6,55.5,17.6,4.0,675,6.6,3725,(X),9.4,61.8,12.5,6.8,21.9
159,4.0,2.68,(X),3845,6075033203,35.1,1434,19.6,60.3,8.9,11.9,15.0,114,480,0.30,9.4,51.6,6.8,7.0,93.1,54.7,45.6,19.9,22.9,6.8,49,4.1,3.2,7.3,(X),1714,61818,65488,89.1,9242,6.6,7.1,4.3,10001,8.0,4.8,0.2,(X),(X),6.7,(X),10.4,2.6,**,9.8,**,-,20.7,-,0.0,47.8,32.3,4.0,1417,3.7,3845,(X),8.8,51.2,5.4,7.8,37.9
160,8.0,2.38,(X),3830,6075033204,30.4,1608,17.0,61.2,11.1,11.3,14.7,94,419,0.26,12.2,50.1,10.8,4.4,93.3,23.3,39.4,31.0,8.3,7.3,0,7.2,4.7,10.0,(X),1707,41813,53948,86.3,9215,13.8,14.5,8.9,16775,20.1,8.2,0.2,(X),(X),7.6,(X),7.6,2.3,**,10.0,**,-,25.7,-,0.0,60.3,29.9,3.8,1566,6.9,3830,(X),9.7,50.5,11.7,9.8,35.7
161,4.4,2.87,(X),8042,6075035100,43.9,2799,32.8,90.9,5.4,3.7,6.5,110,497,0.16,4.9,47.0,9.5,4.4,84.1,27.1,58.3,28.7,25.2,4.8,61,3.2,2.7,4.4,(X),2018,89401,107470,91.0,10243,3.8,2.8,2.6,17500,3.1,1.7,0.2,(X),(X),4.4,(X),8.7,3.2,11.4,4.7,36329,688900,11.8,37.0,4.6,24.8,8.6,5.1,1174,1.4,8074,(X),4.8,38.1,1.9,4.8,64.0
162,4.3,2.76,(X),4992,6075035201,47.9,1811,32.9,85.9,5.3,6.1,7.6,121,395,0.17,5.5,36.7,12.1,5.2,84.5,28.6,60.3,28.5,27.8,5.4,19,3.9,2.8,5.6,(X),1047,64770,78039,89.3,8237,12.7,5.6,4.0,9507,7.7,4.0,0.3,(X),(X),5.0,(X),11.6,0.7,11.6,5.2,24316,655300,14.2,44.6,0.4,67.0,11.8,4.7,676,0.7,5021,(X),4.8,41.3,0.8,6.0,58.0
163,3.6,2.60,(X),4508,6075035202,38.8,1733,26.0,87.8,6.0,3.7,9.4,98,355,0.16,5.7,48.3,9.7,5.4,89.0,23.9,47.0,19.2,26.0,4.7,54,3.3,3.8,5.2,(X),951,67529,81919,87.4,8191,4.7,4.1,4.5,6558,5.4,2.0,0.3,(X),(X),5.3,(X),8.9,1.1,14.1,3.1,33012,659200,10.3,42.5,0.9,35.0,8.8,4.5,1034,0.6,4534,(X),5.4,51.1,0.6,5.0,43.5
164,7.2,3.23,(X),7859,6075035300,50.1,2435,39.2,94.7,5.4,2.4,6.7,116,540,0.21,8.1,39.6,8.4,4.8,78.4,19.9,66.1,41.6,29.4,4.8,117,5.3,2.3,5.1,(X),2015,74519,98130,90.7,14502,12.2,2.6,2.7,17389,3.1,4.5,0.2,(X),(X),4.1,(X),13.3,3.0,13.9,4.6,27352,671100,9.0,50.6,3.7,47.4,6.9,5.3,686,1.2,7890,(X),4.9,31.4,0.8,4.9,68.6
165,4.5,2.78,(X),6183,6075035400,38.4,2224,30.7,92.7,6.8,3.0,5.7,151,553,0.21,5.5,35.8,16.5,4.4,75.6,17.9,49.4,33.0,21.9,5.6,25,6.5,4.1,5.2,(X),1304,75300,92874,92.9,13295,9.0,5.0,3.4,9419,6.9,4.3,0.3,(X),(X),5.6,(X),12.6,1.7,13.7,3.3,31497,672200,17.5,42.3,0.0,52.3,5.2,4.8,836,2.5,6191,(X),6.1,46.4,3.3,5.6,50.9
166,3.6,2.25,(X),4178,6075040100,29.1,1859,18.5,76.8,6.5,6.5,10.4,136,460,0.20,6.3,60.4,13.7,3.6,92.6,29.7,32.2,19.6,13.9,5.2,8,3.6,4.5,5.8,(X),1076,60481,115970,89.3,21264,7.8,12.2,6.2,11043,16.7,7.2,0.3,(X),(X),8.2,(X),9.4,5.7,18.5,6.8,***,"1,000,000+",30.9,26.2,5.6,33.6,17.8,4.3,1519,5.5,4234,(X),9.6,60.1,8.1,6.5,30.1
167,5.4,2.45,(X),5534,6075040200,34.5,2256,24.5,85.0,9.1,5.0,9.8,142,688,0.26,8.6,58.0,7.1,6.3,85.5,28.5,46.2,27.0,25.8,9.4,124,7.5,2.5,5.3,(X),1072,85641,118830,91.7,17822,4.5,5.6,3.2,10982,5.0,2.2,0.5,(X),(X),6.3,(X),9.5,3.9,16.4,5.3,***,"1,000,000+",26.7,46.1,3.7,29.6,14.9,4.5,1512,1.4,5564,(X),6.2,48.2,1.9,5.5,50.8
168,4.7,2.30,(X),4036,6075042601,38.9,1755,27.5,91.7,10.0,3.6,13.7,106,502,0.24,9.0,56.6,8.1,6.9,87.4,41.7,53.8,23.9,26.6,7.7,85,6.1,3.1,6.4,(X),936,63011,100932,88.5,18471,2.1,5.4,4.9,21942,5.9,1.7,0.3,(X),(X),8.6,(X),10.7,2.1,14.4,5.3,110976,946900,32.9,22.0,0.0,43.2,11.6,4.2,1205,1.8,4047,(X),8.4,50.9,1.1,8.0,49.2
169,6.7,2.54,(X),3631,6075042602,33.3,1428,21.7,68.2,8.1,7.1,20.9,99,359,0.26,10.8,59.0,11.1,6.4,85.6,40.4,34.2,20.9,27.3,8.3,65,9.1,4.7,7.9,(X),1111,65750,101060,91.5,17181,17.4,8.1,4.6,21823,6.7,8.2,0.3,(X),(X),9.9,(X),14.0,2.2,23.8,6.7,***,"1,000,000+",28.2,27.4,1.8,41.6,13.9,4.2,1111,5.2,3631,(X),8.9,56.7,4.1,7.8,32.9
170,5.2,2.54,(X),5942,6075042700,47.4,2338,38.7,88.2,7.8,5.6,11.6,134,615,0.26,5.9,51.9,9.1,4.9,88.2,46.7,58.1,22.5,24.3,7.5,82,4.6,2.6,7.3,(X),1269,79762,94218,86.4,12100,6.8,4.0,7.6,25448,5.0,3.5,0.3,(X),(X),6.3,(X),8.7,2.7,15.8,5.0,80364,869200,22.7,46.0,2.9,35.8,12.2,4.1,1623,2.3,5978,(X),6.4,58.5,2.5,5.5,34.3
171,4.8,2.50,(X),2204,6075042800,15.3,883,7.0,85.3,5.7,7.4,16.0,68,262,0.18,6.1,80.8,8.2,9.0,97.5,35.5,22.8,37.7,32.5,3.6,11,1.6,2.8,4.1,(X),495,149750,264200,97.2,48198,2.8,4.4,1.8,46968,4.0,2.1,0.4,(X),(X),3.9,(X),15.9,4.2,12.1,3.7,***,"1,000,000+",7.6,40.9,0.0,23.5,8.6,7.1,153,2.7,2204,(X),6.1,79.4,2.4,6.4,19.6
