,tract_id,year,resolved,incident,arrested,cited,ARSON,ASSAULT,BAD CHECKS,BRIBERY,BURGLARY,DISORDERLY CONDUCT,DRIVING UNDER THE INFLUENCE,DRUG/NARCOTIC,DRUNKENNESS,EMBEZZLEMENT,EXTORTION,FAMILY OFFENSES,FORGERY/COUNTERFEITING,FRAUD,GAMBLING,KIDNAPPING,LARCENY/THEFT,LIQUOR LAWS,LOITERING,MISSING PERSON,NON-CRIMINAL,OTHER OFFENSES,PORNOGRAPHY/OBSCENE MAT,PROSTITUTION,RECOVERED VEHICLE,ROBBERY,RUNAWAY,"SEX OFFENSES, FORCIBLE","SEX OFFENSES, NON FORCIBLE",STOLEN PROPERTY,SUICIDE,SUSPICIOUS OCC,TRESPASS,VANDALISM,VEHICLE THEFT,WARRANTS,WEAPON LAWS,Unnamed: 0,hh_old_pct_moe,hh_size,fertility_moe,hh_pop,foreign_pct,hh,badenglish_pct,same_house_pct,nonenglish_pct_moe,same_house_pct_moe,noncitizen_pct_moe,hh_moe,hh_pop_moe,hh_size_moe,ba_grad_pct_moe,ba_grad_pct,disab_pct,hh_youth_pct_moe,hs_grad_pct,noncitizen_pct,nonenglish_pct,hh_old_pct,hh_youth_pct,badenglish_pct_moe,fertility,hs_grad_pct_moe,disab_pct_moe,foreign_pct_moe,school_pct_moe,school_pct,med_hh_inc,mean_hh_inc,health_ins_pct,mean_hh_inc_moe,unemp_pct,poverty_pct_moe,health_ins_pct_moe,med_hh_inc_moe,poverty_pct,unemp_pct_moe,med_rooms_per_hh_moe,rent_vacancy_pct_moe,rent_vacancy_pct,no_car_pct_moe,occ_rent_pct_moe,unaff_rent_pct_moe,crowded_pct_moe,unaff_mortgage_pct_moe,moved_in_post_2010_pct_moe,med_housing_value_moe,med_housing_value,no_car_pct,unaff_mortgage_pct,crowded_pct,unaff_rent_pct,moved_in_post_2010_pct,med_rooms_per_hh,occ_rent_pct,afam_pct_moe,hisp_pct,hisp_pct_moe,white_pct_moe,white_pct,afam_pct,asian_pct_moe,asian_pct,arson (rate),assault (rate),burglary (rate),disorderly conduct (rate),driving under the influence (rate),drug/narcotic (rate),drunkenness (rate),embezzlement (rate),forgery/counterfeiting (rate),fraud (rate),kidnapping (rate),larceny/theft (rate),liquor laws (rate),loitering (rate),missing person (rate),other offenses (rate),prostitution (rate),recovered vehicle (rate),robbery (rate),runaway (rate),"sex offenses, forcible (rate)",stolen property (rate),suspicious occ (rate),trespass (rate),vandalism (rate),vehicle theft (rate),warrants (rate),weapon laws (rate)
174,6075047600,191140,95.0,95.0,34.0,32.0,0.0,5.0,0.0,0.0,1.0,0.0,2.0,9.0,5.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,4.0,0.0,10.0,11.0,28.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,5.0,2.0,174,3.6,2.44,(X),5506,39.6,2255,26.7,84.0,6.5,5.5,8.1,125,470,0.24,7.8,46.5,10.8,5.2,85.6,25.4,50.8,25.9,22.2,6.7,47,8.8,4.3,6.3,(X),1308,68854,93467,95.8,12441,2.4,4.1,2.3,9424,4.5,2.8,0.4,(X),(X),5.5,(X),9.9,1.3,18.2,5.2,76929,959000,16.9,36.8,0.8,39.1,9.2,5.0,1546,0.5,5508,(X),5.1,48.9,0.3,4.8,53.5,0.0,0.9081002542680712,0.18162005085361424,0.0,0.3632401017072285,1.634580457682528,0.9081002542680712,0.0,0.3632401017072285,0.18162005085361424,0.0,0.3632401017072285,0.726480203414457,0.0,1.8162005085361423,5.085361423901198,0.0,0.0,0.0,0.0,0.18162005085361424,0.0,0.3632401017072285,0.18162005085361424,0.5448601525608427,0.18162005085361424,0.9081002542680712,0.3632401017072285
175,6075047701,140840,70.0,70.0,31.0,24.0,0.0,9.0,0.0,0.0,5.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,5.0,28.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,175,4.7,2.25,(X),4121,47.5,1828,29.9,89.1,7.2,4.7,6.1,101,304,0.16,5.9,47.4,9.3,3.9,86.4,14.6,51.5,26.9,19.1,5.5,27,4.9,2.4,5.9,(X),855,66136,79690,86.5,8388,6.6,4.0,4.3,9926,5.6,3.7,0.3,(X),(X),5.5,(X),9.4,1.2,12.3,3.7,51926,822500,22.8,41.2,1.0,40.5,8.0,4.5,1061,1.9,4136,(X),5.0,35.8,2.3,5.4,60.2,0.0,2.183935937879155,1.2132977432661973,0.0,0.48531909730647893,0.7279786459597184,0.0,0.0,0.9706381946129579,0.0,0.0,0.7279786459597184,0.0,0.0,0.9706381946129579,6.794467362290705,0.0,0.0,0.24265954865323947,0.0,0.0,0.0,0.0,0.48531909730647893,0.24265954865323947,0.0,0.7279786459597184,0.0
176,6075047702,52312,26.0,26.0,10.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,176,5.2,2.64,(X),4146,39.7,1569,31.1,91.5,7.2,3.3,9.5,63,275,0.17,5.8,51.2,9.0,2.7,85.7,23.4,49.2,28.9,23.4,6.1,35,4.1,3.2,7.7,(X),950,73424,93260,92.4,12854,7.2,5.5,2.6,21667,6.0,4.0,0.3,(X),(X),5.6,(X),9.2,2.4,17.5,4.0,59310,827500,17.5,33.8,0.0,41.5,8.2,5.1,888,2.1,4152,(X),4.5,44.6,1.5,4.6,54.8,0.0,0.964785335262904,0.0,0.0,0.0,0.241196333815726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.964785335262904,0.723589001447178,0.0,0.0,0.241196333815726,0.241196333815726,0.241196333815726,0.0,0.482392667631452,0.0,0.0,0.482392667631452,0.482392667631452,0.0
177,6075047801,128768,64.0,64.0,19.0,13.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,16.0,7.0,7.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,2.0,4.0,1.0,2.0,5.0,0.0,177,5.2,2.65,(X),4207,49.1,1585,35.8,84.3,8.8,7.8,7.7,119,539,0.30,8.6,48.9,13.9,6.0,85.0,11.7,60.4,38.0,19.9,7.2,31,6.4,5.1,8.2,(X),1071,68194,78179,91.8,12431,15.3,6.7,4.9,11554,10.3,6.1,0.5,(X),(X),6.8,(X),14.0,1.0,17.1,6.1,60612,817800,17.4,52.4,0.3,56.4,12.9,5.1,720,1.1,4250,(X),11.4,39.9,1.2,11.1,62.8,0.0,1.1884953648680772,0.47539814594723084,0.0,0.0,0.47539814594723084,0.23769907297361542,0.0,0.23769907297361542,0.0,0.0,0.47539814594723084,0.47539814594723084,0.0,3.8031851675778467,1.663893510815308,0.0,0.0,0.0,0.9507962918944617,0.23769907297361542,0.0,0.47539814594723084,0.9507962918944617,0.23769907297361542,0.47539814594723084,1.1884953648680772,0.0
178,6075047802,90540,45.0,45.0,10.0,15.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,178,6.3,2.58,(X),4091,35.3,1584,23.1,89.8,8.4,3.8,11.1,70,556,0.36,7.7,51.2,8.4,8.0,81.7,20.8,54.7,23.2,25.0,7.1,12,7.4,5.0,6.9,(X),1153,66023,89550,97.3,13736,6.7,3.4,1.9,25981,2.7,4.3,0.3,(X),(X),8.8,(X),10.7,2.5,19.5,5.1,69535,937700,21.8,36.0,2.1,37.9,9.2,4.7,1017,2.7,4140,(X),6.9,39.9,2.3,6.7,61.8,0.0,0.7333170373991689,0.24443901246638963,0.0,0.0,1.4666340747983377,0.0,0.0,0.48887802493277926,0.0,0.0,0.24443901246638963,0.0,0.0,1.2221950623319482,2.9332681495966755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24443901246638963,0.24443901246638963,0.0,0.0,0.7333170373991689
179,6075047901,251500,125.0,125.0,81.0,21.0,0.0,13.0,0.0,0.0,1.0,1.0,1.0,22.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,9.0,8.0,26.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,24.0,3.0,179,4.5,2.51,(X),6672,37.4,2653,26.9,86.0,5.8,6.3,9.0,157,475,0.17,7.1,50.5,10.2,5.1,89.7,28.0,48.1,28.3,22.7,4.8,50,3.2,2.6,4.7,(X),1270,75085,104828,87.2,14938,7.1,4.7,4.3,21475,4.6,4.3,0.4,(X),(X),5.6,(X),11.1,4.0,11.4,3.1,63060,813800,14.3,50.6,4.8,31.8,3.4,4.7,1184,2.9,6775,(X),5.2,54.6,4.2,4.7,46.2,0.0,1.9484412470023982,0.1498800959232614,0.1498800959232614,0.1498800959232614,3.2973621103117505,0.1498800959232614,0.0,0.0,0.1498800959232614,0.0,0.8992805755395684,0.1498800959232614,0.0,1.3489208633093526,3.8968824940047964,0.0,0.0,0.0,0.0,0.1498800959232614,0.0,0.1498800959232614,0.1498800959232614,0.4496402877697842,0.2997601918465228,3.5971223021582737,0.4496402877697842
180,6075047902,108648,54.0,54.0,26.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,8.0,0.0,180,4.1,2.44,(X),3813,40.7,1565,24.5,85.1,6.5,5.1,9.9,65,369,0.22,8.0,57.4,8.2,3.8,90.3,19.0,50.7,29.2,16.6,6.3,34,3.9,3.0,6.3,(X),729,80495,98358,82.3,15780,9.1,6.0,5.2,10835,6.0,3.9,0.4,(X),(X),5.3,(X),12.5,1.1,12.5,5.2,72834,753100,14.8,46.6,0.7,38.3,11.5,5.1,698,2.3,3813,(X),5.3,55.3,2.7,5.5,42.3,0.0,1.3113034356150013,0.0,0.0,0.0,1.049042748492001,0.0,0.0,0.5245213742460005,0.0,0.0,0.0,0.0,0.0,0.5245213742460005,3.409388932599003,0.0,0.0,0.0,0.0,0.0,0.0,1.5735641227380015,0.0,0.0,0.26226068712300027,2.098085496984002,0.0
181,6075060100,4024,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,181,2.2,2.64,(X),2879,17.1,1092,4.3,73.2,7.2,8.9,17.3,123,437,0.26,5.7,84.1,2.6,7.4,97.8,38.5,20.6,5.4,27.1,5.2,82,3.5,1.7,5.8,(X),666,120438,196579,94.3,52184,1.9,9.3,3.4,20006,9.7,1.6,0.6,(X),(X),3.9,(X),9.8,3.4,**,8.3,**,-,5.3,-,0.0,31.5,23.2,5.4,1092,1.7,2879,(X),5.2,86.3,1.6,4.5,14.2,0.0,0.0,0.3473428273706148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3473428273706148,0.0
182,6075060400,84504,42.0,42.0,19.0,7.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,6.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,2.0,2.0,182,6.8,1.68,(X),2140,38.6,1276,15.5,74.6,11.9,9.2,18.1,90,254,0.16,8.5,58.6,15.7,5.0,90.0,36.4,44.8,31.0,11.1,9.9,8,6.8,5.2,8.9,(X),510,53590,71111,82.1,12373,5.2,6.8,10.0,8130,6.1,3.9,0.3,(X),(X),6.3,(X),12.1,1.3,22.7,7.0,26175,647000,22.9,42.3,0.8,53.8,19.0,2.9,1038,4.7,2144,(X),9.9,68.6,4.4,8.3,21.5,0.0,2.336448598130841,0.4672897196261682,0.0,0.4672897196261682,0.0,0.4672897196261682,0.0,0.0,0.4672897196261682,0.0,1.4018691588785046,0.0,0.0,2.803738317757009,2.803738317757009,0.0,0.0,0.0,0.0,0.0,0.0,0.4672897196261682,1.4018691588785046,0.9345794392523364,0.0,0.9345794392523364,0.9345794392523364
183,6075060502,559336,278.0,278.0,190.0,43.0,0.0,45.0,0.0,0.0,9.0,0.0,0.0,29.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,19.0,10.0,69.0,0.0,0.0,1.0,8.0,0.0,5.0,0.0,0.0,0.0,5.0,1.0,3.0,5.0,37.0,20.0,183,6.7,3.15,(X),2856,34.6,906,23.2,94.3,6.8,4.0,9.4,80,332,0.32,9.1,16.6,11.3,10.5,73.0,50.6,56.4,16.3,58.6,6.6,36,6.7,3.8,6.6,(X),1124,22295,33920,86.5,4359,24.8,9.6,5.2,5864,39.0,7.2,0.3,(X),(X),9.9,(X),10.9,1.5,18.0,2.7,89269,522400,41.5,69.4,1.1,30.8,2.3,4.4,752,6.7,2863,(X),6.5,18.8,34.7,7.8,25.3,0.0,15.756302521008404,3.151260504201681,0.0,0.0,10.154061624649861,0.700280112044818,0.350140056022409,0.0,0.350140056022409,1.400560224089636,1.400560224089636,0.0,0.0,6.652661064425771,24.159663865546218,0.0,0.350140056022409,2.801120448179272,0.0,1.7507002801120448,0.0,1.7507002801120448,0.350140056022409,1.050420168067227,1.7507002801120448,12.955182072829132,7.002801120448179
184,6075060700,609636,303.0,303.0,154.0,77.0,0.0,32.0,0.0,0.0,7.0,1.0,2.0,24.0,9.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,22.0,4.0,0.0,12.0,37.0,57.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,1.0,6.0,18.0,5.0,5.0,42.0,5.0,184,3.1,1.98,(X),8141,47.9,4105,21.8,65.9,6.4,7.4,9.6,210,742,0.14,5.7,76.9,6.2,2.8,93.7,60.6,52.4,9.7,10.5,5.2,109,2.5,2.3,6.0,(X),1741,101322,130938,93.1,15545,6.0,3.0,5.3,28527,2.1,2.6,0.3,(X),(X),6.2,(X),8.2,1.2,13.3,8.0,60505,645500,26.1,53.2,1.2,27.4,27.6,3.1,2703,1.3,8372,(X),6.0,47.9,2.4,5.9,45.2,0.0,3.930721041641076,0.8598452278589854,0.12283503255128363,0.24567006510256725,2.948040781230807,1.1055152929615526,0.0,0.0,0.7370101953077017,0.12283503255128363,2.70237071612824,0.4913401302051345,0.0,1.4740203906154035,7.001596855423166,0.0,0.12283503255128363,0.24567006510256725,0.12283503255128363,0.36850509765385087,0.0,0.7370101953077017,2.211030585923105,0.6141751627564181,0.6141751627564181,5.159071367153913,0.6141751627564181
185,6075061000,398376,198.0,198.0,131.0,35.0,0.0,36.0,0.0,0.0,0.0,1.0,0.0,16.0,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,14.0,10.0,46.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,3.0,5.0,5.0,0.0,21.0,7.0,185,5.7,2.96,(X),3883,36.0,1314,23.8,84.7,8.5,6.4,12.6,134,510,0.33,8.7,49.1,5.6,7.7,92.0,36.0,54.4,14.9,39.1,4.5,103,3.9,1.9,6.5,(X),857,96823,108500,88.9,10244,10.7,4.1,4.5,7402,0.0,4.7,0.4,(X),(X),3.4,(X),12.2,1.1,11.4,7.2,58798,503200,4.6,42.8,0.5,20.1,19.9,4.6,448,9.9,3888,(X),6.8,24.0,25.2,9.7,44.7,0.0,9.271182075714654,0.0,0.25753283543651817,0.0,4.120525366984291,5.665722379603399,0.0,0.0,0.25753283543651817,0.0,1.0301313417460727,0.0,0.0,3.605459696111254,11.846510430079835,0.0,0.0,0.7725985063095545,0.0,0.7725985063095545,0.0,0.7725985063095545,1.2876641771825907,1.2876641771825907,0.0,5.4081895441668815,1.802729848055627
186,6075061100,408436,203.0,203.0,92.0,46.0,0.0,29.0,0.0,0.0,5.0,1.0,2.0,11.0,2.0,0.0,1.0,0.0,3.0,5.0,0.0,2.0,6.0,0.0,0.0,18.0,29.0,44.0,0.0,0.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,5.0,4.0,5.0,3.0,16.0,4.0,186,5.2,2.09,(X),4543,82.9,2178,76.1,82.9,4.2,4.9,7.4,120,314,0.15,2.4,5.8,22.5,3.6,39.3,49.1,89.0,52.3,12.6,5.5,10,7.0,4.3,3.3,(X),793,14484,30524,82.0,6230,19.5,10.5,4.4,1990,36.6,6.4,0.2,(X),(X),6.1,(X),7.4,6.1,100.0,3.6,555137,662500,81.5,0.0,21.2,52.1,10.7,1.5,2091,0.5,4543,(X),2.4,6.6,0.4,4.0,90.1,0.0,6.383447061413163,1.100594320933304,0.2201188641866608,0.4402377283733216,2.4213075060532687,0.4402377283733216,0.0,0.6603565925599824,1.100594320933304,0.4402377283733216,1.3207131851199647,0.0,0.0,3.962139555359894,9.685230024213075,0.0,0.2201188641866608,0.8804754567466432,0.0,0.6603565925599824,0.0,1.100594320933304,0.8804754567466432,1.100594320933304,0.6603565925599824,3.5219018269865727,0.8804754567466432
187,6075061200,1905364,947.0,947.0,500.0,266.0,0.0,61.0,0.0,0.0,4.0,1.0,7.0,160.0,13.0,0.0,0.0,0.0,3.0,5.0,2.0,0.0,5.0,7.0,1.0,112.0,28.0,338.0,0.0,0.0,3.0,8.0,18.0,13.0,1.0,0.0,0.0,1.0,2.0,5.0,1.0,126.0,22.0,187,6.8,3.46,(X),3645,37.0,1053,35.4,88.0,6.5,5.9,11.7,91,425,0.40,5.1,15.1,11.9,8.2,61.2,56.0,60.6,32.7,37.5,6.5,64,7.9,3.3,6.7,(X),908,46104,55111,73.7,7421,17.9,7.7,8.5,8375,13.7,8.2,0.4,(X),(X),7.6,(X),12.0,2.1,17.4,6.0,63877,449400,29.9,65.6,2.0,56.6,14.5,5.1,674,6.0,3713,(X),8.9,24.3,26.5,5.8,24.5,0.0,16.73525377229081,1.0973936899862826,0.27434842249657065,1.9204389574759946,43.895747599451305,3.5665294924554183,0.0,0.823045267489712,1.3717421124828533,0.0,1.3717421124828533,1.9204389574759946,0.27434842249657065,30.727023319615913,92.72976680384087,0.0,0.823045267489712,2.1947873799725652,4.938271604938271,3.5665294924554183,0.0,0.27434842249657065,0.5486968449931413,1.3717421124828533,0.27434842249657065,34.5679012345679,6.035665294924554
188,6075061400,647864,322.0,322.0,197.0,62.0,0.0,54.0,0.0,0.0,10.0,1.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,0.0,26.0,14.0,89.0,0.0,0.0,4.0,7.0,1.0,5.0,0.0,0.0,0.0,5.0,14.0,4.0,4.0,32.0,15.0,188,3.2,2.27,(X),5301,23.7,2334,9.1,78.8,7.9,5.8,12.8,182,535,0.18,5.7,66.8,8.7,5.5,90.5,46.9,31.8,11.7,24.2,3.3,105,3.6,3.4,5.4,(X),1124,99861,127439,84.4,16145,10.4,8.7,6.5,32600,17.0,4.3,0.4,(X),(X),5.6,(X),10.0,0.6,13.3,6.1,79131,727100,17.1,35.6,0.1,29.4,12.6,4.6,1391,4.4,5301,(X),6.8,68.4,9.1,5.5,13.9,0.0,10.186757215619695,1.8864365214110546,0.18864365214110546,0.0,5.470665912092058,0.0,0.0,0.0,0.18864365214110546,0.18864365214110546,0.9432182607055273,0.18864365214110546,0.0,4.904734955668742,16.789285040558386,0.0,0.7545746085644218,1.3205055649877382,0.18864365214110546,0.9432182607055273,0.0,0.9432182607055273,2.6410111299754764,0.7545746085644218,0.7545746085644218,6.036596868515375,2.829654782116582
189,6075061500,1790680,890.0,890.0,481.0,251.0,2.0,72.0,1.0,0.0,29.0,6.0,10.0,45.0,17.0,2.0,1.0,0.0,9.0,18.0,0.0,2.0,105.0,2.0,1.0,20.0,87.0,249.0,0.0,1.0,2.0,23.0,1.0,2.0,1.0,2.0,0.0,6.0,32.0,21.0,8.0,97.0,16.0,189,3.9,1.68,(X),10445,40.7,6221,14.1,69.7,5.9,6.2,10.2,464,1026,0.12,6.1,74.5,5.8,3.0,95.9,43.6,43.8,7.2,7.5,4.9,95,2.0,2.9,5.7,(X),1226,117824,180989,91.4,20095,6.0,3.4,3.4,13577,3.1,2.3,0.2,(X),(X),5.4,(X),9.9,2.8,8.3,6.0,113167,806800,30.1,36.5,3.4,37.9,20.3,3.1,3328,1.2,11083,(X),5.5,64.2,2.6,5.7,32.4,0.19147917663954045,6.893250359023456,2.7764480612733364,0.5744375299186213,0.9573958831977022,4.30828147438966,1.6275730014360938,0.19147917663954045,0.861656294877932,1.723312589755864,0.19147917663954045,10.052656773575873,0.19147917663954045,0.09573958831977022,1.9147917663954044,23.839157491622785,0.09573958831977022,0.19147917663954045,2.202010531354715,0.09573958831977022,0.19147917663954045,0.19147917663954045,0.5744375299186213,3.063666826232647,2.010531354715175,0.7659167065581618,9.286740067017712,1.5318334131163236
190,6075980200,10060,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,190,23.1,2.04,(X),186,18.5,91,22.4,73.1,16.2,13.4,42.2,19,68,0.61,19.3,62.8,4.8,5.4,88.8,0.0,27.6,41.8,3.3,16.9,0,17.0,7.4,15.6,(X),48,69135,101057,95.7,40754,6.3,63.7,6.0,12638,0.0,8.8,0.4,(X),(X),21.8,(X),33.7,32.4,27.1,13.7,228820,692300,24.2,13.6,0.0,37.7,19.8,5.1,53,8.8,308,(X),17.9,75.3,10.7,14.0,15.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.75268817204301,5.376344086021505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.376344086021505,0.0
191,6075980300,955700,475.0,475.0,325.0,96.0,0.0,14.0,0.0,0.0,1.0,0.0,15.0,114.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,11.0,3.0,0.0,13.0,27.0,143.0,0.0,0.0,0.0,3.0,1.0,6.0,0.0,0.0,0.0,3.0,0.0,6.0,4.0,93.0,9.0,191,61.3,-,(X),27,40.7,27,0.0,100.0,59.3,61.3,96.0,20,20,**,61.3,100.0,0.0,61.3,100.0,0.0,40.7,0.0,0.0,61.3,0,61.3,61.3,59.3,(X),0,100938,109581,100.0,24795,0.0,**,61.3,59061,-,61.3,0.9,(X),(X),61.3,(X),61.3,61.3,**,59.3,**,-,0.0,-,0.0,0.0,59.3,3.3,27,61.3,27,(X),61.3,100.0,0.0,59.3,40.7,0.0,518.5185185185185,37.03703703703704,0.0,555.5555555555555,4222.222222222223,222.22222222222223,0.0,74.07407407407408,0.0,37.03703703703704,407.4074074074074,111.11111111111111,0.0,481.48148148148147,5296.2962962962965,0.0,0.0,111.11111111111111,37.03703703703704,222.22222222222223,0.0,111.11111111111111,0.0,222.22222222222223,148.14814814814815,3444.4444444444443,333.3333333333333
192,6075980501,130780,65.0,65.0,34.0,23.0,0.0,14.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,3.0,27.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,193,16.0,2.40,(X),586,40.1,244,39.1,88.9,16.8,10.8,16.7,77,198,0.53,10.8,21.0,19.2,13.7,63.5,31.7,47.2,41.0,25.8,14.7,0,18.6,13.3,13.5,(X),96,15900,39294,89.9,16646,9.8,18.6,9.4,4244,22.4,8.3,0.6,(X),(X),19.0,(X),21.3,14.2,33.2,17.2,354284,526800,58.6,46.0,0.0,36.4,15.2,3.6,189,11.2,646,(X),15.8,24.0,27.9,15.7,48.9,0.0,23.890784982935156,3.4129692832764507,1.7064846416382253,0.0,3.4129692832764507,0.0,0.0,0.0,0.0,1.7064846416382253,3.4129692832764507,0.0,0.0,5.119453924914676,46.075085324232084,0.0,0.0,0.0,0.0,1.7064846416382253,0.0,1.7064846416382253,1.7064846416382253,1.7064846416382253,0.0,5.119453924914676,1.7064846416382253
193,6075980600,34204,17.0,17.0,10.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,194,13.0,2.46,(X),288,19.8,117,13.5,100.0,18.6,12.2,7.7,41,106,0.71,14.8,20.2,11.8,8.0,81.0,40.4,29.2,13.7,4.3,13.3,0,13.5,9.0,19.0,(X),56,67083,78231,83.0,22993,10.6,47.5,10.6,56208,0.0,12.3,0.6,(X),(X),16.3,(X),33.5,26.9,26.3,15.7,228244,404800,10.3,34.2,0.0,81.5,12.8,5.1,27,24.9,288,(X),22.4,31.6,58.7,13.9,9.7,0.0,13.88888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4722222222222223,0.0,0.0,0.0,13.88888888888889,6.944444444444445,0.0,0.0,3.4722222222222223,0.0,0.0,0.0,3.4722222222222223,3.4722222222222223,3.4722222222222223,0.0,3.4722222222222223,0.0
194,6075980900,1052276,523.0,523.0,226.0,248.0,0.0,36.0,0.0,0.0,3.0,0.0,4.0,61.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,10.0,0.0,0.0,19.0,10.0,289.0,0.0,0.0,2.0,6.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,7.0,6.0,48.0,10.0,195,18.5,1.85,(X),337,30.6,182,0.0,66.2,15.2,30.9,26.9,68,141,0.33,15.9,77.4,8.3,18.5,100.0,15.5,11.3,0.0,0.0,10.5,0,10.7,9.6,29.1,(X),23,156613,147732,100.0,46380,1.3,21.8,10.5,50724,14.5,2.2,0.4,(X),(X),14.4,(X),23.6,25.9,49.4,11.9,**,-,9.3,63.0,17.0,23.5,15.9,2.0,136,10.5,337,(X),30.3,59.1,10.7,30.3,30.9,0.0,106.82492581602374,8.90207715133531,0.0,11.869436201780415,181.00890207715133,0.0,2.9673590504451037,0.0,5.9347181008902075,8.90207715133531,29.673590504451038,0.0,0.0,56.37982195845697,857.566765578635,0.0,5.9347181008902075,17.80415430267062,2.9673590504451037,2.9673590504451037,2.9673590504451037,5.9347181008902075,2.9673590504451037,20.771513353115726,17.80415430267062,142.43323442136497,29.673590504451038
